+-------------+-----------------------------------+-----------------------------------+-----------------------------------+-----------------------------------+-----------------------------------+-----------------------------------+-----------------------------------+
| d_week_seq1 | round(sun_sales1 / sun_sales2, 2) | round(mon_sales1 / mon_sales2, 2) | round(tue_sales1 / tue_sales2, 2) | round(wed_sales1 / wed_sales2, 2) | round(thu_sales1 / thu_sales2, 2) | round(fri_sales1 / fri_sales2, 2) | round(sat_sales1 / sat_sales2, 2) |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5285        | NULL                              | NULL                              | NULL                              | 1.08                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5286        | NULL                              | NULL                              | NULL                              | 1.04                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5287        | NULL                              | NULL                              | NULL                              | 0.93                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
| 5288        | NULL                              | NULL                              | NULL                              | 1.01                              | NULL                              | NULL                              | NULL                              |
